METER_NUMBER,METER_NAME,MEASURED_HOUR,MEASURED_DAY,MEASURED_VOLUME,USER_FIELD1,USER_FIELD2
10136295,Bath A GU 1,2019120511,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120512,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120513,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120514,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120515,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120516,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120517,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120518,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120519,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120520,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120521,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120522,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120523,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120508,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120501,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120502,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120503,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120504,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120505,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120506,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120507,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120600,'2019-12-06 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120519,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120509,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120510,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120500,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120511,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120512,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120513,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120514,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120515,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120516,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120517,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120518,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120523,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120520,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120521,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120522,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120506,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120501,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120502,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120503,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120504,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120505,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120510,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120507,'2019-12-05 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120508,'2019-12-05 00:00:00',0,ETX,STATE
