METER_NUMBER,METER_NAME,MEASURED_HOUR,MEASURED_DAY,MEASURED_VOLUME,USER_FIELD1,USER_FIELD2
10136295,Bath A GU 1,2019123011,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123012,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123013,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123014,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123015,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123016,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123017,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123018,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123019,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123020,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123021,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123022,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123023,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123009,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123006,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123007,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123008,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123010,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123005,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123000,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123001,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123002,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123003,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123004,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123022,'2019-12-30 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123100,'2019-12-31 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123018,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123019,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123020,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123021,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123014,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123023,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123015,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123016,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123017,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123011,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123012,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123013,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123006,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123001,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123002,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123003,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123004,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123005,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123007,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123100,'2019-12-31 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123008,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123009,'2019-12-30 00:00:00',31.1613330841064,ETX,STATE
10136296,Bath B GU 1,2019123010,'2019-12-30 00:00:00',3.49725008010864,ETX,STATE
10136296,Bath B GU 1,2019123000,'2019-12-30 00:00:00',0,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123011,'2019-12-30 00:00:00',26.6862258911133,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123015,'2019-12-30 00:00:00',26.6862258911133,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123016,'2019-12-30 00:00:00',26.6862258911133,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123017,'2019-12-30 00:00:00',26.6862258911133,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123007,'2019-12-30 00:00:00',3.86950278282166,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123000,'2019-12-30 00:00:00',22.794621246818,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123001,'2019-12-30 00:00:00',22.794621246818,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123002,'2019-12-30 00:00:00',22.794621246818,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123003,'2019-12-30 00:00:00',22.794621246818,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123004,'2019-12-30 00:00:00',22.794621246818,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123005,'2019-12-30 00:00:00',22.794621246818,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123006,'2019-12-30 00:00:00',22.794621246818,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123008,'2019-12-30 00:00:00',22.2162818908691,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123009,'2019-12-30 00:00:00',26.6862258911133,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123010,'2019-12-30 00:00:00',26.6862258911133,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123012,'2019-12-30 00:00:00',26.6862258911133,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123013,'2019-12-30 00:00:00',26.6862258911133,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019123014,'2019-12-30 00:00:00',26.6862258911133,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123018,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123019,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123020,'2019-12-30 00:00:00',7.33968496322632,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123021,'2019-12-30 00:00:00',0.0447428859770298,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123022,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123023,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123100,'2019-12-31 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123011,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123012,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123013,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123014,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123015,'2019-12-30 00:00:00',7.41040897369385,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123016,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123017,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123001,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123002,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123003,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123004,'2019-12-30 00:00:00',7.0405387878418,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123005,'2019-12-30 00:00:00',0.278396844863892,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123006,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123007,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123008,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123009,'2019-12-30 00:00:00',0,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123010,'2019-12-30 00:00:00',7.5324878692627,ETX,STATE
20036517,CARTHAGE GU 12-7 CV,2019123000,'2019-12-30 00:00:00',0,ETX,STATE
10136415,BATH B 2,2019123014,'2019-12-30 00:00:00',0,ETX,STATE
10136415,BATH B 2,2019123015,'2019-12-30 00:00:00',39.495677947998,ETX,STATE
10136415,BATH B 2,2019123016,'2019-12-30 00:00:00',42.5591087341309,ETX,STATE
10136415,BATH B 2,2019123017,'2019-12-30 00:00:00',42.2964782714844,ETX,STATE
10136415,BATH B 2,2019123018,'2019-12-30 00:00:00',44.8862800598145,ETX,STATE
10136415,BATH B 2,2019123019,'2019-12-30 00:00:00',45.7874870300293,ETX,STATE
10136415,BATH B 2,2019123020,'2019-12-30 00:00:00',42.6506271362305,ETX,STATE
10136415,BATH B 2,2019123021,'2019-12-30 00:00:00',29.8030128479004,ETX,STATE
10136415,BATH B 2,2019123022,'2019-12-30 00:00:00',3.76449060440063,ETX,STATE
10136415,BATH B 2,2019123023,'2019-12-30 00:00:00',21.4281044006348,ETX,STATE
