METER_NUMBER,METER_NAME,MEASURED_HOUR,MEASURED_DAY,MEASURED_VOLUME,USER_FIELD1,USER_FIELD2
10136295,Bath A GU 1,2019122911,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122912,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122913,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122914,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122915,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122916,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122917,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122918,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122919,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122920,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122921,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122922,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122923,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122904,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122901,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122902,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122903,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122905,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122909,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122906,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122907,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122908,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122910,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019123000,'2019-12-30 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122917,'2019-12-29 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019122900,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122913,'2019-12-29 00:00:00',21.2711715698242,ETX,STATE
10136296,Bath B GU 1,2019122914,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122915,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122916,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122921,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122918,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122919,'2019-12-29 00:00:00',29.8907985687256,ETX,STATE
10136296,Bath B GU 1,2019122920,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122922,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122903,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122900,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122923,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122906,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122907,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122908,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122909,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122910,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122911,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122912,'2019-12-29 00:00:00',20.2258968353271,ETX,STATE
10136296,Bath B GU 1,2019122901,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122902,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122904,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019122905,'2019-12-29 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019123000,'2019-12-30 00:00:00',0,ETX,STATE
