METER_NUMBER,METER_NAME,MEASURED_HOUR,MEASURED_DAY,MEASURED_VOLUME,USER_FIELD1,USER_FIELD2
10136295,Bath A GU 1,2019120400,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120404,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120405,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120406,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120407,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120408,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120415,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120416,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120417,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120418,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120419,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120500,'2019-12-05 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120409,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120410,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120420,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120421,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120422,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120423,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120411,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120412,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120413,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120414,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120401,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120402,'2019-12-04 00:00:00',0,ETX,STATE
10136295,Bath A GU 1,2019120403,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120422,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120419,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120420,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120421,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120423,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120417,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120414,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120415,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120416,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120418,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120403,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120411,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120412,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120413,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120401,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120402,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120404,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120405,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120409,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120406,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120407,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120408,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120410,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120400,'2019-12-04 00:00:00',0,ETX,STATE
10136296,Bath B GU 1,2019120500,'2019-12-05 00:00:00',0,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019120411,'2019-12-04 00:00:00',26.6862258911133,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019120415,'2019-12-04 00:00:00',26.6862258911133,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019120416,'2019-12-04 00:00:00',26.6862258911133,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019120417,'2019-12-04 00:00:00',26.6862258911133,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019120418,'2019-12-04 00:00:00',26.6862258911133,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019120419,'2019-12-04 00:00:00',26.374885559082,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019120420,'2019-12-04 00:00:00',26.2562808990479,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019120407,'2019-12-04 00:00:00',18.7989625930786,ETX,STATE
90004,BLANKENSHIP THRU GAS,2019120408,'2019-12-04 00:00:00',26.6862258911133,ETX,STATE
