METER_NUMBER,METER_NAME,MEASURED_HOUR,MEASURED_DAY,MEASURED_VOLUME,USER_FIELD1,USER_FIELD2
90136699,HORDERN A 4H,2019120200,'2019-12-02 00:00:00',20.8899993896484,ETX,STATE
90136699,HORDERN A 4H,2019120201,'2019-12-02 00:00:00',20.9589996337891,ETX,STATE
90136699,HORDERN A 4H,2019120202,'2019-12-02 00:00:00',21.0550003051758,ETX,STATE
90136699,HORDERN A 4H,2019120203,'2019-12-02 00:00:00',20.8880004882813,ETX,STATE
90136699,HORDERN A 4H,2019120204,'2019-12-02 00:00:00',21.0960006713867,ETX,STATE
90136699,HORDERN A 4H,2019120205,'2019-12-02 00:00:00',20.5429992675781,ETX,STATE
90136699,HORDERN A 4H,2019120206,'2019-12-02 00:00:00',21.1989994049072,ETX,STATE
90136699,HORDERN A 4H,2019120207,'2019-12-02 00:00:00',20.9580001831055,ETX,STATE
90136699,HORDERN A 4H,2019120208,'2019-12-02 00:00:00',20.8490009307861,ETX,STATE
90136699,HORDERN A 4H,2019120209,'2019-12-02 00:00:00',20.6879997253418,ETX,STATE
90136699,HORDERN A 4H,2019120213,'2019-12-02 00:00:00',20.8439998626709,ETX,STATE
90136699,HORDERN A 4H,2019120210,'2019-12-02 00:00:00',20.7129993438721,ETX,STATE
90136699,HORDERN A 4H,2019120211,'2019-12-02 00:00:00',20.6760005950928,ETX,STATE
90136699,HORDERN A 4H,2019120212,'2019-12-02 00:00:00',20.7830009460449,ETX,STATE
90136699,HORDERN A 4H,2019120217,'2019-12-02 00:00:00',21.0200004577637,ETX,STATE
90136699,HORDERN A 4H,2019120214,'2019-12-02 00:00:00',21.1110000610352,ETX,STATE
90136699,HORDERN A 4H,2019120215,'2019-12-02 00:00:00',20.5090007781982,ETX,STATE
90136699,HORDERN A 4H,2019120216,'2019-12-02 00:00:00',20.6350002288818,ETX,STATE
90136699,HORDERN A 4H,2019120218,'2019-12-02 00:00:00',20.7329998016357,ETX,STATE
90136699,HORDERN A 4H,2019120222,'2019-12-02 00:00:00',20.5629997253418,ETX,STATE
90136699,HORDERN A 4H,2019120219,'2019-12-02 00:00:00',20.8509998321533,ETX,STATE
90136699,HORDERN A 4H,2019120220,'2019-12-02 00:00:00',20.7759990692139,ETX,STATE
90136699,HORDERN A 4H,2019120221,'2019-12-02 00:00:00',20.701000213623,ETX,STATE
90136697,JFS TIMBER 1H,2019120208,'2019-12-02 00:00:00',16.628999710083,ETX,STATE
90136699,HORDERN A 4H,2019120223,'2019-12-02 00:00:00',20.7590007781982,ETX,STATE
90136699,HORDERN A 4H,2019120300,'2019-12-03 00:00:00',20.5069999694824,ETX,STATE
90136697,JFS TIMBER 1H,2019120200,'2019-12-02 00:00:00',16.3680000305176,ETX,STATE
90136697,JFS TIMBER 1H,2019120223,'2019-12-02 00:00:00',15.0520000457764,ETX,STATE
90136697,JFS TIMBER 1H,2019120201,'2019-12-02 00:00:00',15.9890003204346,ETX,STATE
90136697,JFS TIMBER 1H,2019120202,'2019-12-02 00:00:00',16.7199993133545,ETX,STATE
90136697,JFS TIMBER 1H,2019120203,'2019-12-02 00:00:00',15.701000213623,ETX,STATE
90136697,JFS TIMBER 1H,2019120204,'2019-12-02 00:00:00',15.5139999389648,ETX,STATE
90136697,JFS TIMBER 1H,2019120205,'2019-12-02 00:00:00',16.492000579834,ETX,STATE
90136697,JFS TIMBER 1H,2019120206,'2019-12-02 00:00:00',15.5279998779297,ETX,STATE
90136697,JFS TIMBER 1H,2019120207,'2019-12-02 00:00:00',14.581000328064,ETX,STATE
90136697,JFS TIMBER 1H,2019120212,'2019-12-02 00:00:00',15.9270000457764,ETX,STATE
90136697,JFS TIMBER 1H,2019120209,'2019-12-02 00:00:00',15.5249996185303,ETX,STATE
90136697,JFS TIMBER 1H,2019120210,'2019-12-02 00:00:00',14.8360004425049,ETX,STATE
90136697,JFS TIMBER 1H,2019120211,'2019-12-02 00:00:00',16.878999710083,ETX,STATE
